Title	Abstract	Journal	Date of Publication	Authors	PMID
Burnout among dental professionals in Pakistan: a post-COVID mixed-methods study of prevalence, predictors, and challenges.	INTRODUCTION: Burnout among dental professionals is a significant mental health concern that affects learning, teaching, and patient care. The COVID-19 pandemic amplified existing stressors, yet little is known about how dental graduates, trainees, and faculty have adapted in the post-pandemic period, particularly in low- and middle-income countries. This study assessed the prevalence and predictors of burnout among dental professionals and explored their perceptions of post-COVID challenges and coping strategies. METHODS: A mixed-methods study was conducted at the Sindh Institute of Oral Health Sciences, Jinnah Sindh Medical University, Pakistan, from April 2024 to 3(rd) October 2025. A total of 384 participants completed the Copenhagen Burnout Inventory (CBI) and responded to open-ended questions on post-COVID job and career challenges. Quantitative data were analyzed using SPSS version 26, including reliability testing, factor and regression analyses, while qualitative responses were examined through thematic analysis. RESULTS: The overall Cronbach's alpha for the CBI was 0.87, indicating good reliability. The mean total burnout score was 49.1 (SD = 13.68). Personal burnout was the most prevalent form across all groups, with graduates reporting higher client-related burnout than faculty and postgraduate trainees. Regression analysis revealed that job title was the only significant predictor of burnout (beta = .21, p = .001), while gender, year of graduation, experience, and job sector were not significant. Thematic analysis (n = 82 qualitative responses) identified four main themes: opportunities (digital literacy and tele-dentistry), challenges (workload and emotional strain), skill adaptation (continuous learning and remote communication), and career impact (instability and limited opportunities). CONCLUSION: Burnout remains a significant post-COVID challenge among dental professionals, with personal and client-related dimensions being particularly prominent. Role-specific demands, rather than demographic factors, appear to drive burnout, highlighting the need for targeted institutional support for early-career dental professionals.	BMC medical education	2026 Jan 9	['Ahmed S', 'Shah H', 'Raja R', 'Noureen A', 'Rizvi M', 'Usman T']	41514426
The impact of COVID-19 vaccine distribution channels on equity-deserving populations: a Canadian population-based cohort study using administrative data.	No Abstract Available	BMC public health	2026 Jan 9	['Katz A', 'Aubrey-Bassler K', 'Aghajafari F', 'Fransoo G', 'Ivers NM', 'Kwong JC', 'Moineddin R', 'Nguyen L', 'Saj D', 'Taylor C', 'Upshur REG', 'Woodrow J', 'Wong ST', 'Xiong H', 'Aggarwal M']	41514327
Viral kinetics in adults with Covid-19 treated with nirmatrelvir-ritonavir or molnupiravir: a population-based, observational cohort study.	BACKGROUND: This research was motivated by the widespread use of oral antivirals during the Covid-19 pandemic and the remaining uncertainty regarding their effects on viral kinetics, which have rarely been studied in real-world population cohorts of this size. METHODS: We analysed 291,340 SARS-CoV-2 cycle threshold (CT) values from 113,399 non-hospitalized adult patients in Vienna (01/2022-05/2023), including 30,451 from 12,166 nirmatrelvir-ritonavir recipients, 27,959 from 10,752 molnupiravir recipients, and 232,930 from 90,481 untreated controls. RESULTS: Both antivirals initially caused a rapid increase in mean CT values. After completion of the 5-day treatment course, CT values declined in both antiviral groups, which was not observed in untreated individuals. CONCLUSIONS: These findings provide population-level evidence on post-treatment viral kinetics of oral antivirals during the Omicron wave.	Virology journal	2026 Jan 10	['Prager M', 'Ensle D', 'Eser H', 'Glotzl F', 'Riedl B', 'Szell M', 'Valipour A', 'Zoufaly A', 'Wenisch C', 'Haider D', 'Burgmann H', 'Thalhammer F', 'Gotzinger F', 'Jilma B', 'Karnthaler U', 'Zeitlinger M', 'Jorda A']	41514297
Learning the hard way: What COVID-19 teaches us about the social determinants of mental health among the urban poor.	No Abstract Available	BMC public health	2026 Jan 9	['Diaz Concha I', 'Valdebenito Montenegro R', 'Gonzalez Lopez F', 'Orlando Romero L', 'Vives Vergara A']	41514280
Adapting research ethics for global health crises: a systematic analysis of COVID-19 pandemic research guidelines and reflections on their post-pandemic implications.	No Abstract Available	BMC medical ethics	2026 Jan 10	['Lukaseviciene V', 'Gefenas E']	41514264
In the shadow of COVID-19: changes in the seroprevalence of pediatric Mycoplasma pneumoniae.	No Abstract Available	BMC infectious diseases	2026 Jan 9	['Geng H', 'Wang X', 'Rayburn ER', 'Wang Q', 'Bao X', 'Hu R', 'Li H']	41514241
Sepsis secondary to co-infection with malaria, dengue and COVID-19: a case report.	No Abstract Available	BMC infectious diseases	2026 Jan 9	['Guibla I', 'Zabramba A', 'Traore SIS', 'Tankoano AI', 'Ilboudo CS', 'Ouedraogo RFA', 'Ouedraogo MD', 'Poda A', 'Traore IA']	41514237
Hematological and biochemical markers for predicting severity in COVID-19 patients.	No Abstract Available	BMC infectious diseases	2026 Jan 9	['Amer AH', 'Shah H', 'Chaudhari K']	41514220
Global, regional, and national burdens of anxiety disorders among older adults, 1990-2021: A systematic analysis for the Global Burden of Diseases Study 2021.	PURPOSE: To assess the burden of anxiety disorders in the elderly and temporal trends at global, regional, and national levels during 1990-2021. METHODS: Data on incidence, prevalence, and disability-adjusted life years (DALYs) of anxiety disorders in the elderly over 60 years old were extracted from the Global Burden of Disease Study 2021. Average annual percentage changes were determined to analyze the trends in age-standardized rates between 1990 and 2021. Correlation between age-standardized rates and Socio-demographic Index (SDI) was assessed using Spearman's rank-correlation analysis. We used a meta-regression model to estimate the incidence, prevalence, and DALY rates before and during the COVID-19 pandemic. RESULTS: In 2021, 4.49 million incident cases, 53.07 million prevalent cases, and 5.83 million DALYs were estimated in the elderly worldwide. The age-standardized incidence rate of anxiety disorders in older adults increased slightly, while prevalence and DALY rates remained stable. Middle SDI regions had the highest number of incident cases, prevalent cases, and DALYs, with the highest age-standardized prevalence and DALY rates in high SDI regions. Age-standardized prevalence and DALY rates of anxiety disorders were higher among elderly women than men. During the COVID-19 pandemic, the incidence rate of anxiety disorders among older adults rose by 7.82%, while prevalence and DALY rates increased by approximately 6%. CONCLUSION: Over the past three decades, the increasing burden of anxiety disorders among older adults has significantly added to the global mental health challenges. This burden is intensified by socioeconomic factors, especially in middle SDI regions, and exacerbated by the COVID-19 pandemic.	Social psychiatry and psychiatric epidemiology	2026 Jan 9	['Deng Y', 'Cai W', 'Chen Q', 'Yang X', 'Yang H', 'Hu Y', 'Zhao Y', 'Chen H', 'Li G', 'Yuan K']	41514081
Genomic epidemiology of SARS-CoV-2 in Peru from 2020 to 2024.	BACKGROUND: Peru recorded one of the world's highest COVID-19 mortality rates, with nearly 4.5 million reported cases and 220,000 deaths by March 2024. Understanding the emergence and spread of SARS-CoV-2 variants in this context is key to informing effective public health responses. This study describes the genomic diversity, transmission dynamics, and geographic spread of SARS-CoV-2 in Peru from 2020 to 2024. METHODS: We analyzed nearly 50,000 high-quality public SARS-CoV-2 genome sequences collected nationwide between March 2020 and March 2024. Phylogeographic and mutational analyses were performed to identify variant lineages, trace their origins, and map viral movements within and beyond Peru. RESULTS: We show that Peru's epidemic waves were shaped by the emergence of locally evolved variants, including Lambda (C.37), Gamma (P.1.12), and Omicron (XBB.2.6 and DJ.1) sub-lineages. The city of Lima acted as the primary hub for inter-regional spread, accounting for 47.3% of inferred viral movements to other departments, notably Ancash, Cusco, and Piura. Peru was the source of various lineages that spread internationally, primarily to Chile, the USA, and Europe. Mutational analysis highlighted critical mutations in the spike protein, including L452Q and F490S in Lambda, associated with immune evasion and increased transmissibility. CONCLUSIONS: This work demonstrates the capacity of genomic surveillance in Peru to detect and track emerging SARS-CoV-2 variants, providing insights into regional and global transmission dynamics in a high-transmission, middle-income country setting. Sustained, cost-effective genomic monitoring, combined with strengthened bioinformatics and laboratory capacity, is essential for pandemic preparedness in resource-limited settings.	Communications medicine	2026 Jan 9	['Sobkowiak B', 'Langdon A', 'Romero PE', 'Carrasco-Escobar G', 'Villa D', 'Cava Miller R', 'Cornejo Villanueva V', 'Davila-Barclay A', 'Cuicapuza D', 'Salvatierra G', 'Gonzalez L', 'Ayzanoa B', 'Huancachoque J', 'Marcos-Carbajal P', 'Gomez de la Torre JC', 'Barletta C', 'Chenet SM', 'Tapia-Limonchi R', 'Ballon J', 'Fernandez P', 'Valderrama R', 'Leguia M', 'Delgado-Ratto C', 'Gotuzzo E', 'Zamudio C', 'Lescano W', 'Carcamo C', 'Hurtado V', 'Lope-Pari P', 'Padilla-Rojas C', 'Jimenez-Vasquez V', 'Escalante-Maldonado O', 'Araujo-Castillo RV', 'Cabezas C', 'Colijn C', 'Tsukayama P']	41513994
